"","id","host_id","host_name","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","property_type","price","security_deposit","review_scores_rating","place","avg_rating","experience_rating","response_rating","acceptance_rating","risk","risk_score","host_rating"
"277",938771,101192,"Eve",2010-03-30,"within an hour","100","83","t","Loft",90,300,99,"Brussels",99,2.53,1,0.83,3.33,0.93,10.15
"278",952213,5168736,"Luca",2013-02-21,"within an hour","100","100","t","Apartment",65,0,97,"Brussels",96,1.24,1,1,0,1,9.74
"279",956076,5195596,"Martine",2013-02-23,"within an hour","100","100","t","Apartment",45,0,97,"Brussels",97,1.24,1,1,0,1,9.74
"280",957524,5207743,"Carine & Her Sister",2013-02-24,"within an hour","100","95","t","Apartment",62,100,97,"Brussels",97,1.24,1,0.95,1.61,0.97,9.44
"281",966899,5275033,"Damien",2013-03-01,"within an hour","100","95","t","House",30,91,95,"Brussels",95,1.23,1,0.95,3.03,0.94,9.35
"282",972913,9463457,"Valerio",2013-10-16,"within an hour","100","94","t","Apartment",115,450,98,"Brussels",98,0.95,1,0.94,3.91,0.92,8.97
"283",1012995,5572709,"Catherine",2013-03-22,"within an hour","100","95","t","Apartment",52,200,95,"Brussels",95,1.2,1,0.95,3.85,0.92,9.27
"284",1039139,3823435,"Stefan",2012-10-10,"within an hour","100","100","t","Condominium",68,380,98,"Brussels",98,1.4,1,1,5.59,0.89,9.57
"285",1109501,6090313,"Marianne",2013-04-25,"within an hour","100","100","t","Townhouse",25,100,97,"Brussels",97,1.16,1,1,4,0.92,9.42
"286",1139899,6251871,"Yves",2013-05-06,"within an hour","100","100","t","Apartment",39,NA,95,"Brussels",97,1.15,1,1,0,1,9.65
"287",1179465,1638702,"Janete",2012-01-22,"within an hour","100","73","t","Apartment",47,1000,97,"Brussels",97,1.72,1,0.73,21.28,0.57,7.87
"288",1192753,5932843,"Hans",2013-04-15,"within an hour","100","99","t","Serviced apartment",135,NA,95,"Brussels",97,1.17,1,0.99,0,1,9.63
"289",1202929,6570614,"Tim And Aline",2013-05-25,"within an hour","100","77","t","Townhouse",57,NA,94,"Brussels",95,1.13,1,0.77,0,1,8.71
"290",1358751,7374840,"Sabine",2013-07-09,"within an hour","100","97","t","Townhouse",47,150,94,"Brussels",96,1.07,1,0.97,3.19,0.94,9.26
"291",1360699,5672846,"Josefina",2013-03-29,"within an hour","100","100","t","Guest suite",62,100,99,"Brussels",99,1.19,1,1,1.61,0.97,9.6
"292",1663116,8811019,"Renaud",2013-09-13,"within an hour","100","60","t","Apartment",110,400,98,"Brussels",98,0.99,1,0.6,3.64,0.93,7.67
"293",1743213,9177218,"Jean-François",2013-10-02,"within an hour","100","91","t","Apartment",50,NA,96,"Brussels",96,0.97,1,0.91,0,1,9.11
"294",1790253,3047800,"Jimmy",2012-07-25,"within an hour","100","82","t","Apartment",295,500,97,"Brussels",97,1.5,1,0.82,1.69,0.97,9.17
"295",1911703,9918617,"Alexandra",2013-11-10,"within an hour","100","77","t","House",250,0,94,"Brussels",94,0.92,1,0.77,0,1,8.5
"296",1982347,10229012,"Wim",2013-11-24,"within an hour","100","70","t","Apartment",70,500,99,"Brussels",99,0.9,1,0.7,7.14,0.86,7.77
"297",2206924,11174748,"Daniel",2014-01-10,"within an hour","100","100","t","Bed and breakfast",75,300,92,"Brussels",91,0.84,1,1,4,0.92,9.1
"298",2606214,13346302,"Francois",2014-03-20,"within an hour","100","91","t","Apartment",70,300,100,"Brussels",100,0.76,1,0.91,4.29,0.91,8.64
"299",2688998,13764928,"Brieuc",2014-04-01,"within an hour","100","97","t","Loft",79,200,96,"Brussels",96,0.75,1,0.97,2.53,0.95,8.97
"300",2750939,10702361,"Philippe",2013-12-18,"within an hour","100","96","t","Apartment",105,1000,99,"Brussels",99,0.87,1,0.96,9.52,0.81,8.64
"301",2930222,409350,"Sébastien & Rita",2011-02-25,"within an hour","100","99","t","Apartment",85,0,91,"Brussels",94,2.13,1,0.99,0,1,10.59
"302",3206427,6031166,"Kike",2013-04-21,"within an hour","100","99","t","Loft",59,100,97,"Brussels",97,1.17,1,0.99,1.69,0.97,9.53
"303",3270654,16537904,"Joachim",2014-06-08,"within an hour","100","92","t","Condominium",77,300,94,"Brussels",94,0.66,1,0.92,3.9,0.92,8.61
"304",3307501,15054213,"Olivier",2014-05-03,"within an hour","100","69","t","Apartment",89,0,97,"Brussels",94,0.71,1,0.69,0,1,7.97
"305",3361803,7046848,"Bruno",2013-06-22,"within an hour","100","100","t","Apartment",79,NA,98,"Brussels",98,1.09,1,1,0,1,9.59
"306",3460431,4176377,"Valeria",2012-11-17,"within an hour","100","99","t","Apartment",53,0,97,"Brussels",97,1.36,1,0.99,0,1,9.82
"308",3599724,3413483,"Benjamin",2012-08-29,"within an hour","100","100","t","Apartment",50,300,89,"Brussels",89,1.45,1,1,6,0.88,9.59
"309",3611366,18197196,"Sophie",2014-07-16,"within an hour","100","100","t","Bed and breakfast",170,0,96,"Brussels",96,0.62,1,1,0,1,9.12
"310",3665392,18584856,"Marie-Hélène",2014-07-21,"within an hour","100","99","t","Apartment",54,NA,94,"Brussels",94,0.61,1,0.99,0,1,9.07
"311",3877055,20034265,"Sara",2014-08-14,"within an hour","83","100","t","House",229,100,92,"Brussels",91,0.58,0.83,1,0.44,0.99,8.8
"312",3918003,20296941,"Sabine",2014-08-20,"within an hour","100","50","t","Apartment",75,0,97,"Brussels",97,0.57,1,0.5,0,1,7.07
"313",4254050,11450017,"Anne-Françoise",2014-01-19,"within an hour","100","100","t","Apartment",55,NA,98,"Brussels",98,0.83,1,1,0,1,9.33
"314",4417424,21736240,"Geoffroy",2014-09-24,"within an hour","100","100","t","Apartment",69,0,99,"Brussels",99,0.53,1,1,0,1,9.03
"315",4429504,22994727,"Sadia",2014-10-26,"within an hour","100","90","t","Apartment",53,100,93,"Brussels",95,0.49,1,0.9,1.89,0.96,8.48
"316",4553242,10960489,"Charles",2014-01-02,"within an hour","100","88","t","Apartment",59,NA,93,"Brussels",93,0.85,1,0.88,0,1,8.87
"317",4782792,24659375,"Bruno",2014-12-09,"within an hour","100","100","t","Loft",77,250,96,"Brussels",96,0.44,1,1,3.25,0.94,8.74
"318",4864946,11661600,"Najois",2014-01-26,"within an hour","100","99","t","Apartment",45,400,97,"Brussels",97,0.83,1,0.99,8.89,0.82,8.75
"319",4938305,4890409,"Joe",2013-01-29,"within an hour","100","67","t","Condominium",44,350,97,"Brussels",97,1.27,1,0.67,7.95,0.84,7.97
"320",4940419,25424741,"Elham",2014-12-31,"within an hour","100","100","t","Apartment",30,NA,88,"Brussels",89,0.41,1,1,0,1,8.91
"321",4963651,25573952,"Geneviève",2015-01-04,"within an hour","100","80","t","Townhouse",45,0,95,"Brussels",95,0.41,1,0.8,0,1,8.11
"322",4985457,17408106,"Laura",2014-06-29,"within an hour","80","99","t","Apartment",70,200,97,"Brussels",97,0.64,0.8,0.99,2.86,0.94,8.63
"323",5000033,25784147,"David",2015-01-08,"within an hour","100","93","t","Apartment",150,0,96,"Brussels",96,0.4,1,0.93,0,1,8.62
"324",5034013,17493469,"Oana",2014-07-01,"within an hour","100","90","t","Townhouse",38,0,95,"Brussels",95,0.64,1,0.9,0,1,8.74
"325",5091330,770466,"Stephen",2011-07-02,"within an hour","100","97","t","Apartment",40,450,96,"Brussels",95,1.97,1,0.97,11.25,0.78,9.68
"326",5214831,3892466,"Benedicta",2012-10-16,"within an hour","100","72","t","Apartment",55,NA,96,"Brussels",96,1.39,1,0.72,0,1,8.77
"327",5243942,27140899,"Mojgan",2015-02-03,"within an hour","100","60","t","House",46,NA,100,"Brussels",100,0.37,1,0.6,0,1,7.27
"328",5372726,27836578,"Thierry",2015-02-16,"within an hour","100","100","t","Apartment",150,700,92,"Brussels",94,0.35,1,1,4.67,0.91,8.57
"330",5644440,29091559,"Johan",2015-03-10,"within an hour","100","100","t","Apartment",45,0,95,"Brussels",95,0.33,1,1,0,1,8.83
"331",5732962,8482348,"Lau",2013-08-28,"within an hour","100","99","t","Apartment",39,3850,96,"Brussels",96,1.01,1,0.99,98.72,0,6.47
"332",5744710,26740273,"Vince",2015-01-26,"within an hour","100","89","t","Apartment",73,150,95,"Brussels",94,0.38,1,0.89,2.05,0.96,8.32
"333",6016246,31228254,"Stéphanie Et Pierre",2015-04-14,"within an hour","100","95","t","Apartment",73,NA,99,"Brussels",99,0.28,1,0.95,0,1,8.58
"334",6071010,31513196,"Viviane & Marie",2015-04-19,"within an hour","100","98","t","Apartment",65,NA,100,"Brussels",100,0.28,1,0.98,0,1,8.7
"335",6116520,31734069,"Sara",2015-04-22,"within an hour","100","100","t","Apartment",50,NA,80,"Brussels",80,0.28,1,1,0,1,8.78
"336",6189809,6956971,"Armand",2013-06-17,"within an hour","100","96","t","Loft",100,0,91,"Brussels",93,1.1,1,0.96,0,1,9.44
"337",6222611,15731434,"Samy",2014-05-19,"within an hour","100","83","t","Apartment",55,NA,97,"Brussels",98,0.69,1,0.83,0,1,8.51
"338",6222803,28635259,"Isham",2015-03-02,"within an hour","100","96","t","Apartment",40,200,97,"Brussels",97,0.34,1,0.96,5,0.9,8.38
"339",6609586,34585054,"Christine",2015-05-30,"within an hour","100","69","t","House",85,0,96,"Brussels",96,0.23,1,0.69,0,1,7.49
"340",6618409,34636827,"Samuel",2015-05-31,"within an hour","100","100","t","Apartment",65,600,97,"Brussels",97,0.23,1,1,9.23,0.82,8.17
"341",6621980,10032505,"Nesrin",2013-11-15,"within an hour","100","99","t","Apartment",73,500,97,"Brussels",97,0.91,1,0.99,6.85,0.86,8.96
"342",6751750,1719319,"David",2012-02-08,"within an hour","100","97","t","Apartment",75,150,94,"Brussels",94,1.7,1,0.97,2,0.96,9.96
"343",6794626,20353131,"Francesco",2014-08-21,"within an hour","100","88","t","Apartment",45,100,97,"Brussels",97,0.57,1,0.88,2.22,0.96,8.46
"344",6872687,2712544,"Francesca Et Mahamadou",2012-06-22,"within an hour","100","97","t","House",42,NA,96,"Brussels",97,1.54,1,0.97,0,1,9.92
"345",6888861,10967001,"Camille",2014-01-02,"within an hour","90","86","t","Apartment",45,0,97,"Brussels",97,0.85,0.9,0.86,0,1,8.64
"346",6937865,36364269,"Mickael",2015-06-21,"within an hour","100","96","t","Loft",70,250,98,"Brussels",98,0.2,1,0.96,3.57,0.93,8.33
"347",7039407,12117920,"Michel",2014-02-10,"within an hour","100","89","t","House",38,0,98,"Brussels",98,0.81,1,0.89,0,1,8.87
"348",7057041,36403347,"Elsa",2015-06-22,"within an hour","100","100","t","Apartment",64,0,99,"Brussels",99,0.2,1,1,0,1,8.7
"349",7079557,1967721,"Céline",2012-03-19,"within an hour","100","100","t","Apartment",60,150,93,"Brussels",94,1.65,1,1,2.5,0.95,10
"350",7083765,5646550,"Alice",2013-03-27,"within an hour","100","97","t","Apartment",90,0,96,"Brussels",96,1.2,1,0.97,0,1,9.58
"351",7188498,27681121,"Gino",2015-02-13,"within an hour","100","96","t","Guest suite",85,250,97,"Brussels",97,0.36,1,0.96,2.94,0.94,8.52
"352",7285931,38151742,"Fabian",2015-07-11,"within an hour","100","93","t","Apartment",65,750,99,"Brussels",99,0.18,1,0.93,11.54,0.77,7.71
"353",7356619,38544630,"Vincent",2015-07-15,"within an hour","100","100","t","Apartment",39,990,97,"Brussels",84,0.17,1,1,25.38,0.49,7.15
"354",7400275,14383833,"Fabian",2014-04-16,"within an hour","100","97","t","Apartment",90,400,97,"Brussels",97,0.73,1,0.97,4.44,0.91,8.84
"355",7427308,38905574,"Audrey",2015-07-19,"within an hour","100","90","t","Apartment",95,590,99,"Brussels",99,0.17,1,0.9,6.21,0.88,7.9
"356",7427630,38904343,"Eduardo",2015-07-19,"within an hour","100","100","t","Apartment",35,NA,94,"Brussels",94,0.17,1,1,0,1,8.67
"357",7479915,18963654,"Michel",2014-07-27,"within an hour","100","100","t","Apartment",71,NA,95,"Brussels",96,0.6,1,1,0,1,9.1
"358",7730296,40621105,"Karina",2015-08-05,"within an hour","100","100","t","House",90,NA,98,"Brussels",98,0.15,1,1,0,1,8.65
"359",7766275,14188803,"Sven",2014-04-12,"within an hour","100","100","t","Apartment",75,0,95,"Brussels",95,0.73,1,1,0,1,9.23
"360",7803418,41073385,"Shu-June",2015-08-10,"within an hour","100","97","t","Villa",50,NA,100,"Brussels",100,0.14,1,0.97,0,1,8.52
"361",7834092,22224936,"Renaud",2014-10-07,"within an hour","100","100","t","Apartment",69,350,98,"Brussels",98,0.52,1,1,5.07,0.9,8.71
"362",7836643,2620887,"Marc",2012-06-12,"within an hour","100","100","t","Apartment",69,NA,98,"Brussels",98,1.55,1,1,0,1,10.05
"363",7866936,41458047,"Baden",2015-08-14,"within an hour","100","77","t","Apartment",35,1000,99,"Brussels",99,0.14,1,0.77,28.57,0.43,6
"364",7992358,12612283,"Aude",2014-02-26,"within an hour","100","100","t","Apartment",295,0,97,"Brussels",97,0.79,1,1,0,1,9.29
"365",8259421,19741006,"Andrea",2014-08-09,"within an hour","100","94","t","Apartment",57,0,97,"Brussels",96,0.59,1,0.94,0,1,8.85
"366",8308092,41297783,"Eva",2015-08-12,"within an hour","100","89","t","Apartment",65,500,95,"Brussels",97,0.14,1,0.89,7.69,0.85,7.74
"367",8329857,41656077,"Mashoq",2015-08-16,"within an hour","100","96","t","Apartment",28,NA,97,"Brussels",97,0.13,1,0.96,0,1,8.47
"368",8361963,44073719,"Josephine",2015-09-13,"within an hour","100","100","t","Loft",35,NA,93,"Brussels",93,0.1,1,1,0,1,8.6
"369",8385829,3170793,"Charlotte",2012-08-06,"within an hour","100","100","t","Apartment",95,200,96,"Brussels",96,1.48,1,1,2.11,0.96,9.86
"370",8398371,5017503,"Caroline",2013-02-08,"within an hour","100","47","t","Apartment",79,250,99,"Brussels",99,1.25,1,0.47,3.16,0.94,7.44
"371",8450480,44417721,"Helena",2015-09-17,"within an hour","100","98","t","Apartment",92,NA,96,"Brussels",96,0.09,1,0.98,0,1,8.51
"372",8479568,44659139,"Saskia And Antonio",2015-09-20,"within an hour","100","100","t","Condominium",78,90,97,"Brussels",97,0.09,1,1,1.15,0.98,8.52
"373",8512286,44823754,"Zev",2015-09-22,"within an hour","80","100","t","Apartment",49,100,95,"Brussels",94,0.09,0.8,1,2.04,0.96,8.17
"374",8514967,44836868,"Pierre",2015-09-22,"within an hour","100","100","t","House",80,200,92,"Brussels",92,0.09,1,1,2.5,0.95,8.44
"375",8590507,22906776,"Pin & Fe",2014-10-24,"within an hour","100","98","t","House",28,NA,94,"Brussels",95,0.49,1,0.98,0,1,8.91
"376",8701704,4379081,"Corado",2012-12-11,"within an hour","100","92","t","Apartment",60,0,94,"Brussels",97,1.33,1,0.92,0,1,9.51
"377",8737887,45842670,"Julien",2015-10-05,"within an hour","100","71","t","Apartment",79,0,99,"Brussels",99,0.07,1,0.71,0,1,7.41
"379",9025663,27150435,"Isabelle",2015-02-03,"within an hour","100","74","t","Apartment",30,NA,94,"Brussels",94,0.37,1,0.74,0,1,7.83
"380",9251744,48070826,"Helene",2015-11-03,"within an hour","100","88","t","Apartment",55,350,93,"Brussels",93,0.04,1,0.88,6.36,0.87,7.68
"381",9315697,5320364,"Benoit",2013-03-04,"within an hour","100","95","t","Townhouse",70,300,97,"Brussels",97,1.23,1,0.95,4.29,0.91,9.27
"382",9335828,48411070,"Erik",2015-11-07,"within an hour","100","100","t","Apartment",69,91,97,"Brussels",97,0.03,1,1,1.32,0.97,8.45
"383",9502460,49247426,"Marielí",2015-11-17,"within an hour","100","100","t","Apartment",50,NA,96,"Brussels",97,0.02,1,1,0,1,8.52
"384",9529316,49363482,"Iris",2015-11-18,"within an hour","100","100","t","House",76,0,97,"Brussels",97,0.02,1,1,0,1,8.52
"385",9764568,13549470,"Maria",2014-03-26,"within an hour","100","100","t","Bed and breakfast",58,NA,100,"Brussels",100,0.75,1,1,0,1,9.25
"386",9830958,50631279,"David",2015-12-06,"within an hour","100","85","t","Loft",90,250,98,"Brussels",98,0,1,0.85,2.78,0.94,7.73
"387",10324205,42889431,"Spencer",2015-08-30,"within an hour","100","99","t","Apartment",23,0,97,"Brussels",97,0.12,1,0.99,0,1,8.58
"388",10356760,53303844,"Antonio",2016-01-04,"within an hour","100","100","t","Apartment",50,NA,100,"Brussels",100,-0.04,1,1,0,1,8.46
"389",10540218,2807483,"François",2012-07-02,"within an hour","100","100","t","Apartment",59,250,100,"Brussels",100,1.52,1,1,4.24,0.92,9.77
"390",10689195,5830868,"Béatrice",2013-04-08,"within an hour","100","100","t","Apartment",69,95,98,"Brussels",98,1.18,1,1,1.38,0.97,9.6
"391",10767033,8621456,"Remi & Chrislain",2013-09-04,"within an hour","100","99","t","Loft",99,250,96,"Brussels",96,1,1,0.99,2.53,0.95,9.31
"392",10825801,23369766,"Greg",2014-11-05,"within an hour","100","79","t","Apartment",80,150,99,"Brussels",99,0.48,1,0.79,1.88,0.96,8.03
"393",10990116,19701068,"Marie-Agathe",2014-08-08,"within an hour","100","100","t","Apartment",90,200,96,"Brussels",96,0.59,1,1,2.22,0.96,8.96
"394",11032296,54498538,"Bernadette",2016-01-13,"within an hour","100","94","t","House",56,0,99,"Brussels",99,-0.05,1,0.94,0,1,8.21
"396",11614211,61493919,"Aude",2016-03-04,"within an hour","100","100","t","Apartment",74,200,96,"Brussels",96,-0.11,1,1,2.7,0.95,8.23
"397",11685301,62077365,"Daniel",2016-03-08,"within an hour","100","97","t","Condominium",66,300,97,"Brussels",97,-0.12,1,0.97,4.55,0.91,7.99
"398",11705431,9470049,"Jules Et Lou",2013-10-16,"within an hour","100","98","t","House",45,NA,96,"Brussels",96,0.95,1,0.98,0,1,9.37
"399",11875650,63322181,"Sofie",2016-03-17,"within an hour","100","80","t","Townhouse",62,NA,100,"Brussels",100,-0.13,1,0.8,0,1,7.57
"400",11883806,63368394,"Katharina",2016-03-17,"within an hour","100","75","t","Apartment",124,NA,99,"Brussels",99,-0.13,1,0.75,0,1,7.37
"402",12079987,26614225,"Mathieu",2015-01-24,"within an hour","100","67","t","Apartment",49,0,98,"Brussels",98,0.38,1,0.67,0,1,7.56
"403",12338654,41303784,"Derk",2015-08-12,"within an hour","100","100","t","Apartment",89,0,97,"Brussels",98,0.14,1,1,0,1,8.64
"404",12338667,66604967,"Claude",2016-04-10,"within an hour","100","89","t","Apartment",60,250,98,"Brussels",98,-0.16,1,0.89,4.17,0.92,7.65
"406",12486369,13154535,"Hélène",2014-03-15,"within an hour","100","99","t","House",54,NA,99,"Brussels",99,0.77,1,0.99,0,1,9.23
"407",12615411,34552590,"Mireille",2015-05-30,"within an hour","100","100","t","Apartment",33,100,96,"Brussels",96,0.23,1,1,3.03,0.94,8.55
"408",13010112,37315119,"Barbara",2015-07-02,"within an hour","100","84","t","Apartment",22,0,89,"Brussels",93,0.19,1,0.84,0,1,8.05
"409",13011244,43178435,"Ariane",2015-09-02,"within an hour","100","88","t","Apartment",54,100,99,"Brussels",99,0.11,1,0.88,1.85,0.96,8.02
"410",13011496,71265209,"Ryoko",2016-05-10,"within an hour","100","100","t","Apartment",98,300,96,"Brussels",96,-0.19,1,1,3.06,0.94,8.12
"411",13035334,72061180,"Mary",2016-05-15,"within an hour","100","95","t","Apartment",52,100,100,"Brussels",100,-0.2,1,0.95,1.92,0.96,7.99
"412",13119454,72990707,"Evan",2016-05-20,"within an hour","100","100","t","Apartment",125,250,97,"Brussels",94,-0.21,1,1,2,0.96,8.17
"413",13312447,38206725,"Julie",2015-07-12,"within an hour","100","100","t","Apartment",65,0,97,"Brussels",97,0.18,1,1,0,1,8.68
"414",13360660,75799127,"Saskia",2016-06-04,"within an hour","100","100","t","House",60,85,97,"Brussels",97,-0.22,1,1,1.42,0.97,8.19
"415",13433663,10370400,"Daniela",2013-12-01,"within an hour","100","100","t","Apartment",70,NA,97,"Brussels",97,0.89,1,1,0,1,9.39
"416",13570198,78250325,"Nathalie",2016-06-17,"within an hour","100","100","t","Apartment",55,1500,95,"Brussels",95,-0.24,1,1,27.27,0.45,6.62
"417",13850187,67611007,"Rosie",2016-04-17,"within an hour","100","100","t","Apartment",65,0,84,"Brussels",84,-0.17,1,1,0,1,8.33
"418",13860382,81898839,"Julie & Raphaël",2016-07-05,"within an hour","100","98","t","Apartment",125,92,98,"Brussels",98,-0.26,1,0.98,0.74,0.99,8.11
"419",14005635,4420918,"Mouss",2012-12-16,"within an hour","100","58","t","Apartment",95,NA,83,"Brussels",83,1.32,1,0.58,0,1,8.14
"420",14253628,66932151,"Anne",2016-04-12,"within an hour","100","98","t","Townhouse",35,0,98,"Brussels",96,-0.16,1,0.98,0,1,8.26
"421",14306916,87065666,"Tiana",2016-07-31,"within an hour","100","95","t","Apartment",67,0,97,"Brussels",97,-0.29,1,0.95,0,1,8.01
"422",14702627,91438730,"Avtandil",2016-08-23,"within an hour","100","95","t","Apartment",100,200,95,"Brussels",95,-0.32,1,0.95,2,0.96,7.86
"423",14769005,44649450,"Loredana",2015-09-20,"within an hour","100","95","t","Apartment",55,0,99,"Brussels",99,0.09,1,0.95,0,1,8.39
"424",14889716,4975592,"Hannah",2013-02-05,"within an hour","100","100","t","Loft",110,250,97,"Brussels",97,1.26,1,1,2.27,0.95,9.62
"425",14940466,48509237,"Eveline",2015-11-08,"within an hour","100","100","t","Apartment",70,200,98,"Brussels",98,0.03,1,1,2.86,0.94,8.36
"426",14985329,94445481,"Chris",2016-09-10,"within an hour","100","90","t","Apartment",35,0,98,"Brussels",99,-0.34,1,0.9,0,1,7.76
"427",14987212,35399411,"Michael",2015-06-09,"within an hour","100","100","t","Apartment",39,NA,97,"Brussels",97,0.22,1,1,0,1,8.72
"428",15034505,94952458,"Monique",2016-09-13,"within an hour","100","91","t","Apartment",66,500,94,"Brussels",94,-0.35,1,0.91,7.58,0.85,7.34
"429",15051830,95125483,"Christophe",2016-09-14,"within an hour","100","100","t","Apartment",20,NA,94,"Brussels",94,-0.35,1,1,0,1,8.15
"430",15191770,45706796,"Dominique",2015-10-04,"within an hour","100","100","t","Apartment",160,NA,99,"Brussels",99,0.07,1,1,0,1,8.57
"431",15269147,6565043,"Laura",2013-05-25,"within an hour","100","97","t","Apartment",85,NA,98,"Brussels",98,1.13,1,0.97,0,1,9.51
"432",15333015,97740421,"Flor",2016-10-03,"within an hour","100","100","t","Condominium",45,250,97,"Brussels",97,-0.37,1,1,5.56,0.89,7.8
"433",15402250,98444716,"Éléonore",2016-10-06,"within an hour","100","100","t","Townhouse",54,NA,95,"Brussels",95,-0.37,1,1,0,1,8.13
"434",15486622,41886419,"Cath Et  Jami",2015-08-19,"within an hour","100","89","t","Apartment",60,300,97,"Brussels",97,0.13,1,0.89,5,0.9,7.89
"435",15497056,99528371,"Valérie",2016-10-13,"within an hour","100","100","t","Apartment",95,0,96,"Brussels",96,-0.38,1,1,0,1,8.12
"436",15531411,99890008,"Philippe",2016-10-16,"within an hour","90","100","t","Condominium",55,0,97,"Brussels",97,-0.39,0.9,1,0,1,7.96
"437",15578835,100363969,"Souhail",2016-10-19,"within an hour","100","100","t","Apartment",44,0,99,"Brussels",98,-0.39,1,1,0,1,8.11
"438",16035600,2866861,"Juju",2012-07-08,"within an hour","100","100","t","Apartment",65,200,98,"Brussels",97,1.52,1,1,3.08,0.94,9.83
"439",16111021,6535114,"Gauth",2013-05-23,"within an hour","100","94","t","Apartment",60,200,96,"Brussels",96,1.13,1,0.94,3.33,0.93,9.19
"440",16123421,21886565,"Patricia",2014-09-28,"within an hour","100","100","t","Apartment",70,500,99,"Brussels",99,0.53,1,1,7.14,0.86,8.6
"441",16212090,25669916,"Steve",2015-01-06,"within an hour","100","100","t","Apartment",57,0,98,"Brussels",98,0.4,1,1,0,1,8.9
"442",16466831,18128806,"Ilaria",2014-07-15,"within an hour","80","96","t","Apartment",46,0,96,"Brussels",98,0.62,0.8,0.96,0,1,8.66
"443",16762594,42603508,"Benedetta",2015-08-26,"within an hour","100","100","t","Apartment",53,0,96,"Brussels",98,0.12,1,1,0,1,8.62
