"","id","host_id","host_name","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","property_type","price","security_deposit","review_scores_rating","place","avg_rating","experience_rating","response_rating","acceptance_rating","risk","risk_score","host_rating"
"92",16700193,511187,"Julie",2011-04-15,"within an hour","100","83","t","Apartment",120,200,97,"Antwerp",97,2.07,1,0.83,1.67,0.97,9.79
"93",16978843,113627827,"Jeanine",2017-01-28,"within an hour","100","100","t","Townhouse",65,0,98,"Antwerp",99,-0.51,1,1,0,1,7.99
"94",17115288,57235200,"Philippe",2016-02-03,"within an hour","100","98","t","Apartment",150,250,97,"Antwerp",97,-0.07,1,0.98,1.67,0.97,8.25
"95",17705145,23761226,"Manuel & Marc",2014-11-15,"within an hour","100","98","t","Apartment",60,NA,97,"Antwerp",98,0.47,1,0.98,0,1,8.89
"96",17714717,83798692,"Karolien",2016-07-14,"within an hour","100","97","t","Apartment",128,NA,96,"Antwerp",96,-0.27,1,0.97,0,1,8.11
"97",17791425,29818685,"Marie",2015-03-22,"within an hour","100","100","t","Apartment",95,1000,98,"Antwerp",98,0.31,1,1,10.53,0.79,8.18
"98",17911859,4113286,"Kathleen",2012-11-10,"within an hour","100","91","t","House",350,400,99,"Antwerp",97,1.36,1,0.91,1.14,0.98,9.44
"99",18017190,19380440,"Hodney",2014-08-03,"within an hour","100","100","t","Apartment",65,200,99,"Antwerp",99,0.59,1,1,3.08,0.94,8.91
"100",18019638,77094202,"Asia",2016-06-11,"within an hour","100","100","t","Apartment",70,NA,95,"Antwerp",95,-0.23,1,1,0,1,8.27
"101",18258873,14203222,"Nick",2014-04-12,"within an hour","100","98","t","Loft",74,150,98,"Antwerp",98,0.73,1,0.98,2.03,0.96,9.03
"102",18444706,12257236,"Kristien",2014-02-15,"within an hour","100","93","t","Apartment",82,0,100,"Antwerp",100,0.8,1,0.93,0,1,9.02
"103",18695649,129393935,"Catherine",2017-05-08,"within an hour","100","100","t","Townhouse",43,0,95,"Antwerp",95,-0.64,1,1,0,1,7.86
"104",18723756,130212050,"Gaelle",2017-05-14,"within an hour","100","60","t","Apartment",59,0,99,"Antwerp",99,-0.64,1,0.6,0,1,6.26
"105",19013331,9550351,"Tony",2013-10-21,"within an hour","100","100","t","Apartment",75,0,98,"Antwerp",98,0.94,1,1,0,1,9.44
"106",19028126,45715457,"Susha",2015-10-04,"within an hour","100","100","t","Loft",95,333,99,"Antwerp",99,0.07,1,1,3.51,0.93,8.36
"107",19110362,40455235,"Christiane",2015-08-04,"within an hour","100","99","t","Apartment",75,0,96,"Antwerp",94,0.15,1,0.99,0,1,8.61
"108",19341633,135507270,"Kris",2017-06-17,"within an hour","100","100","t","Townhouse",75,0,97,"Antwerp",97,-0.68,1,1,0,1,7.82
"109",19380026,84498948,"Klaartje",2016-07-18,"within an hour","100","97","t","Loft",115,350,98,"Antwerp",97,-0.28,1,0.97,3.04,0.94,7.92
"110",19408127,132859594,"Axel",2017-05-31,"within an hour","100","87","t","Apartment",74,0,97,"Antwerp",97,-0.66,1,0.87,0,1,7.32
"111",19597739,64812114,"Joachim",2016-03-28,"within an hour","100","100","t","Apartment",60,250,95,"Antwerp",95,-0.14,1,1,4.17,0.92,8.11
"112",19615621,38231050,"Caroline",2015-07-12,"within an hour","100","100","t","Apartment",60,0,100,"Antwerp",100,0.18,1,1,0,1,8.68
"113",19698195,9118333,"Sophie & Robin",2013-09-29,"within an hour","100","99","t","Apartment",50,250,97,"Antwerp",97,0.97,1,0.99,5,0.9,9.13
"114",19841063,9026227,"Hilde",2013-09-24,"within an hour","100","95","t","Apartment",115,0,99,"Antwerp",99,0.98,1,0.95,0,1,9.28
"116",19989893,27223858,"Veerle",2015-02-04,"within an hour","100","99","t","Townhouse",55,0,98,"Antwerp",98,0.37,1,0.99,0,1,8.83
"117",20241456,42432875,"Raman",2015-08-24,"within an hour","100","100","t","Apartment",55,0,95,"Antwerp",96,0.12,1,1,0,1,8.62
"118",20274885,103303603,"Bert",2016-11-11,"within an hour","100","100","t","Apartment",60,0,97,"Antwerp",97,-0.42,1,1,0,1,8.08
"119",20942852,150558275,"Zeynep",2017-09-14,"within an hour","100","100","t","Apartment",115,250,99,"Antwerp",99,-0.79,1,1,2.17,0.96,7.58
"120",20965905,150821773,"Aïda",2017-09-16,"within an hour","100","97","t","Condominium",95,0,98,"Antwerp",98,-0.8,1,0.97,0,1,7.58
"121",21102559,90573434,"Jef",2016-08-18,"within an hour","90","86","t","Apartment",30,NA,95,"Antwerp",94,-0.32,0.9,0.86,0,1,7.47
"122",21116070,37346742,"Sofie",2015-07-02,"within an hour","100","100","t","Apartment",90,300,98,"Antwerp",98,0.19,1,1,3.33,0.93,8.49
"123",21168610,90067494,"Carine",2016-08-15,"within an hour","100","98","t","Apartment",95,100,97,"Antwerp",97,-0.31,1,0.98,1.05,0.98,8.05
"124",21436958,12374777,"Tijs",2014-02-19,"within an hour","100","100","t","Apartment",39,500,95,"Antwerp",95,0.8,1,1,12.82,0.74,8.53
"125",21577578,156913718,"Vincent",2017-10-31,"within an hour","100","100","t","Apartment",75,150,97,"Antwerp",97,-0.85,1,1,2,0.96,7.53
"126",21718764,27851106,"Loes",2015-02-16,"within an hour","100","100","t","Apartment",60,NA,95,"Antwerp",95,0.35,1,1,0,1,8.85
"127",21831536,41179586,"Karen",2015-08-11,"within an hour","100","100","t","Apartment",120,0,97,"Antwerp",96,0.14,1,1,0,1,8.64
"128",21942782,11700039,"Rick",2014-01-27,"within an hour","100","97","t","Apartment",77,160,100,"Antwerp",100,0.82,1,0.97,2.08,0.96,9.08
"129",22006435,11808749,"Nils",2014-01-31,"within an hour","100","91","t","Loft",45,85,97,"Antwerp",97,0.82,1,0.91,1.89,0.96,8.85
"130",22097777,55406436,"Dietrich & Sofie",2016-01-20,"within an hour","100","100","t","Guest suite",59,250,96,"Antwerp",95,-0.06,1,1,4.24,0.92,8.19
"131",22181904,6248736,"Paolo",2013-05-06,"within an hour","100","99","t","Guest suite",65,0,96,"Antwerp",95,1.15,1,0.99,0,1,9.61
"132",22465258,66223859,"Hilde",2016-04-07,"within an hour","100","93","t","Apartment",95,0,97,"Antwerp",97,-0.15,1,0.93,0,1,8.07
"133",22993422,170532458,"Catherine",2018-01-29,"within an hour","100","99","t","Loft",62,0,96,"Antwerp",96,-0.96,1,0.99,0,1,7.5
"134",23028504,147371686,"Kristine",2017-08-23,"within an hour","100","100","t","Apartment",75,0,98,"Antwerp",98,-0.77,1,1,0,1,7.73
"135",23033176,170915114,"Marie-Christine",2018-01-31,"within an hour","100","98","t","Apartment",59,200,97,"Antwerp",97,-0.96,1,0.98,3.39,0.93,7.25
"136",23162754,150914667,"Kristel",2017-09-17,"within an hour","100","100","t","Loft",54,0,95,"Antwerp",95,-0.8,1,1,0,1,7.7
"137",23181475,68051781,"Jeroen",2016-04-20,"within an hour","100","95","t","Townhouse",39,0,97,"Antwerp",97,-0.17,1,0.95,0,1,8.13
"138",23372858,174207585,"Sylvie",2018-02-19,"within an hour","100","99","t","Apartment",63,0,98,"Antwerp",98,-0.99,1,0.99,0,1,7.47
"139",23500895,44085325,"Charline",2015-09-13,"within an hour","100","99","t","Townhouse",110,0,97,"Antwerp",95,0.1,1,0.99,0,1,8.56
"140",23521144,43658721,"Nicole",2015-09-08,"within an hour","100","100","t","Townhouse",160,0,99,"Antwerp",99,0.11,1,1,0,1,8.61
"141",23628172,93506620,"Stig",2016-09-04,"within an hour","100","98","t","Apartment",59,200,95,"Antwerp",95,-0.34,1,0.98,3.39,0.93,7.88
"142",23636688,176907315,"Grace",2018-03-06,"within an hour","100","99","t","Apartment",65,0,97,"Antwerp",97,-1,1,0.99,0,1,7.46
"143",23755415,165968147,"Ingrid",2018-01-05,"within an hour","100","100","t","Apartment",59,0,97,"Antwerp",97,-0.93,1,1,0,1,7.57
"144",23786630,157495101,"Tinka",2017-11-05,"within an hour","100","94","t","Apartment",95,350,98,"Antwerp",98,-0.86,1,0.94,3.68,0.93,7.18
"145",23789288,101262040,"Geert",2016-10-25,"within an hour","100","100","t","Apartment",63,0,96,"Antwerp",96,-0.4,1,1,0,1,8.1
"146",23984840,16627148,"Lieselot",2014-06-10,"within an hour","100","100","t","Apartment",120,0,99,"Antwerp",99,0.66,1,1,0,1,9.16
"147",24061317,4563513,"Rayes",2013-01-02,"within an hour","100","100","t","Apartment",79,NA,96,"Antwerp",97,1.3,1,1,0,1,9.8
"148",24091879,180636255,"Carmen",2018-03-26,"within an hour","100","100","t","Apartment",59,0,96,"Antwerp",96,-1.03,1,1,0,1,7.47
"149",24308139,90201257,"Erwin",2016-08-16,"within an hour","100","97","t","Apartment",120,1800,100,"Antwerp",100,-0.31,1,0.97,15,0.7,7.17
"150",24340681,43185160,"Yan",2015-09-02,"within an hour","100","99","t","Townhouse",250,NA,96,"Antwerp",95,0.11,1,0.99,0,1,8.57
"151",24518063,334804,"Ann",2011-01-04,"within an hour","90","68","t","Apartment",71,250,99,"Antwerp",99,2.19,0.9,0.68,3.52,0.93,9.05
"152",24548862,123763332,"Mk",2017-04-01,"within an hour","100","96","t","Loft",95,1000,97,"Antwerp",97,-0.59,1,0.96,10.53,0.79,7.12
"153",24961581,96214620,"Wim",2016-09-21,"within an hour","100","92","t","Apartment",100,0,100,"Antwerp",100,-0.36,1,0.92,0,1,7.82
"154",25068907,50671362,"Filip",2015-12-06,"within an hour","100","100","t","Apartment",66,NA,97,"Antwerp",97,0,1,1,0,1,8.5
"155",25071158,820292,"Jonas",2011-07-14,"within an hour","100","98","t","Apartment",37,300,97,"Antwerp",97,1.96,1,0.98,8.11,0.84,9.89
"156",25569352,13377217,"Kenny",2014-03-21,"within an hour","100","100","t","Apartment",40,100,97,"Antwerp",97,0.76,1,1,2.5,0.95,9.11
"157",26023466,195447870,"Barbara",2018-06-13,"within an hour","95","100","t","Apartment",99,0,98,"Antwerp",98,-1.13,0.95,1,0,1,7.3
"158",26114800,167506909,"Robert",2018-01-13,"within an hour","100","96","t","Apartment",50,0,98,"Antwerp",98,-0.94,1,0.96,0,1,7.4
"159",26181108,37722028,"Zouhra",2015-07-06,"within an hour","100","100","t","Apartment",95,0,100,"Antwerp",99,0.18,1,1,0,1,8.68
"160",26457685,198954594,"Dirk & Daniella",2018-06-30,"within an hour","100","100","t","Apartment",49,0,98,"Antwerp",98,-1.15,1,1,0,1,7.35
"161",26464842,35217596,"Irina",2015-06-07,"within an hour","100","95","t","Townhouse",55,0,97,"Antwerp",97,0.22,1,0.95,0,1,8.52
"162",26764297,88607358,"Uwe",2016-08-08,"within an hour","100","100","t","Apartment",60,150,98,"Antwerp",98,-0.3,1,1,2.5,0.95,8.05
"163",26772734,28419248,"Hans",2015-02-26,"within an hour","100","100","t","Apartment",142,500,100,"Antwerp",100,0.34,1,1,3.52,0.93,8.63
"164",26954216,202021039,"Leonardo",2018-07-13,"within an hour","100","99","t","House",22,0,98,"Antwerp",97,-1.16,1,0.99,0,1,7.3
"165",27241429,9179575,"Dimitri",2013-10-02,"within an hour","100","100","t","Apartment",42,0,95,"Antwerp",95,0.97,1,1,0,1,9.47
"166",27246927,62718877,"Karen",2016-03-13,"within an hour","100","100","t","Townhouse",45,500,96,"Antwerp",96,-0.12,1,1,11.11,0.78,7.71
"167",27715443,62155221,"Eva",2016-03-08,"within an hour","100","96","t","Apartment",140,200,97,"Antwerp",97,-0.12,1,0.96,1.43,0.97,8.14
"168",27781990,117824389,"Ruzica",2017-02-23,"within an hour","100","100","t","Apartment",80,300,98,"Antwerp",98,-0.55,1,1,3.75,0.92,7.73
"169",27851653,210338683,"Daria",2018-08-18,"within an hour","100","100","t","House",49,110,97,"Antwerp",97,-1.21,1,1,2.24,0.96,7.16
"170",27870003,180934748,"Ana",2018-03-27,"within an hour","100","100","t","Apartment",100,200,97,"Antwerp",97,-1.03,1,1,2,0.96,7.35
"171",28087662,26663841,"Carlos",2015-01-25,"within an hour","100","91","t","Townhouse",42,NA,98,"Antwerp",98,0.38,1,0.91,0,1,8.52
"172",28113385,35931745,"Camille & Vincent",2015-06-16,"within an hour","100","89","t","Apartment",69,150,100,"Antwerp",100,0.21,1,0.89,2.17,0.96,8.14
"173",28174382,3222277,"Hans",2012-08-10,"within an hour","100","100","t","Apartment",49,0,97,"Antwerp",97,1.48,1,1,0,1,9.98
"174",28330049,5012031,"Sanne",2013-02-08,"within an hour","100","100","t","Apartment",69,0,98,"Antwerp",98,1.25,1,1,0,1,9.75
"175",28561382,215555864,"Charlie",2018-09-15,"within an hour","100","98","t","Apartment",45,NA,98,"Antwerp",97,-1.24,1,0.98,0,1,7.18
"176",28693154,216462773,"Dean",2018-09-20,"within an hour","100","100","t","Apartment",35,100,95,"Antwerp",95,-1.25,1,1,2.86,0.94,7.08
"177",28750136,90246068,"Sandra",2016-08-16,"within an hour","100","100","t","Apartment",56,100,98,"Antwerp",98,-0.31,1,1,1.79,0.96,8.08
"178",28931007,115662416,"Tom",2017-02-09,"within an hour","100","94","t","Apartment",55,0,96,"Antwerp",96,-0.53,1,0.94,0,1,7.73
"179",28951086,218225045,"Lennert & Gerda",2018-10-01,"within an hour","100","100","t","Apartment",60,0,96,"Antwerp",96,-1.26,1,1,0,1,7.24
"180",29042185,59044569,"Kevin",2016-02-16,"within an hour","100","100","t","Apartment",75,NA,98,"Antwerp",96,-0.09,1,1,0,1,8.41
"181",29324919,220769274,"Urbain",2018-10-15,"within an hour","100","95","t","Apartment",80,100,99,"Antwerp",99,-1.28,1,0.95,1.25,0.98,6.95
"182",29423576,127657940,"Dirk & Kristin",2017-04-26,"within an hour","100","99","t","Apartment",65,0,99,"Antwerp",99,-0.62,1,0.99,0,1,7.84
"183",29523297,222322809,"Peggy",2018-10-24,"within an hour","100","99","t","Loft",105,NA,95,"Antwerp",95,-1.29,1,0.99,0,1,7.17
"184",29605455,222831298,"Arne",2018-10-27,"within an hour","100","99","t","Apartment",80,400,98,"Antwerp",98,-1.29,1,0.99,5,0.9,6.87
"185",29683668,79434903,"Tobias",2016-06-23,"within an hour","100","99","t","Apartment",85,4438,100,"Antwerp",100,-0.25,1,0.99,52.21,0,5.21
"186",29773713,224007308,"Pieter",2018-11-03,"within an hour","100","85","t","Apartment",60,250,99,"Antwerp",99,-1.3,1,0.85,4.17,0.92,6.35
"187",29797685,169112528,"Sven",2018-01-21,"within an hour","100","100","t","House",100,0,99,"Antwerp",99,-0.95,1,1,0,1,7.55
"188",30102029,226180814,"Marleen",2018-11-17,"within an hour","100","100","t","Apartment",65,0,98,"Antwerp",98,-1.32,1,1,0,1,7.18
